VILLE;DEPARTEMENT;CODE INSEE;NOM DU SITE;GROUPE DE DECHETS;SOUS-GROUPE DE DECHETS;DESCRIPTION PHYSIQUE;CATEGORIE;FAMILLE IN;VOLUME EQUIVALENT CONDITIONNE;MAJORATION;ACTIVITE ( Bq);PRINCIPAUX RADIONUCLEIDES
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Bac de traitement;Dechets TFA en bac (1,14 m3 - 1 unite);TFA;TFA-11;1,14;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de decision;0;Carte electroniques, batteries et piles faisant objet d'un dossier de declassement ASND en bac et fut (2,27 m3 );FMA-VC;F3-7-01;2,27;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de traitement;0;Coque CF04 (futs contenant des filtres ANP) (0,24 m3 - 1 unite);TFA;TFA-11;0,24;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de decision;0;Sphere incendie tritiee en fut (30 litres) (0,02 m3 );AUTRES;S01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de decision;0;Dechets amiantes en bac (2,75 m3 );TFA;TFA-11;2,75;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de decision;0;Sacs d'aspirateur a trier (0,1 m3 );TFA;TFA-11;0,1;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de decision;0;Dechets radium en fut (200 litres) (0,2 m3 );FA-VL;DIV6-11;0,2;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Bac de traitement;Dechets FA MA en bac (0,7 m3 - 1 unite);FMA-VC;F3-7-01;0,7;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Dechets de differents types;Dechets metalliques TFA en caisson metalliques C1 ou C2 (5 m3 );TFA;TFA-11;5;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Dechets de differents types;Dechets TFA en fut (200 litres) (0,2 m3 - 1 unite);TFA;TFA-11;0,2;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Dechets de differents types;Dechets Bore pastilles ou poudre en futs 30 litres ou 60 litres (0,1 m3 );TFA;TFA-11;0,1;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides conditionnes;0;15 futs metalliques FAMA a destination du CSA (200 litres) (3 m3 );FMA-VC;F3-7-01;3;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Dechets de differents types;Dechets TFA en GRVS J2 compactable ou non compactable (0,875 m3) (4 m3 );TFA;TFA-11;4;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de traitement;0;Dechets FAMA en bac (0,87 m3 );FMA-VC;F3-7-01;0,87;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Dechets de differents types;Dechets REI en futs 30 litres ou 60 litres (0,03 m3 - 1 unite);TFA;TFA-11;0,03;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides conditionnes;0;8 dechets TFA en GRVS J2 compactable ou non compactable (0,875 m3) (7 m3 );TFA;TFA-11;7;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides conditionnes;0;7 futs metalliques TFA a destination du CIRES (200 litres) (1,4 m3 - 1 unite);TFA;TFA-11;1,4;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de decision;0;Gravats et poussieres boree galerie technique (0,06 m3 );TFA;TFA-11;0,06;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de decision;0;6 futs de dechets amiantes (1,2 m3 );TFA;TFA-11;1,2;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Dechets de differents types;Dechets TFA DEEE en GRVS J2 (0,875 m3) (0,4 m3 );TFA;TFA-11;0,4;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en attente de decision;0;Pot de resines silicones plombees (0,06 m3 );TFA;TFA-11;0,06;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Dechets de differents types;Dechets TFA solide divers en futs 30 litres (0,03 m3 );TFA;TFA-11;0,03;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Bac de traitement;Dechets TFA metallique en bac (0,1 m3 );TFA;TFA-11;0,1;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
TOULON;83;83137;MARINE NATIONALE - DSSF TOULON;Dechets solides en cours de conditionnement;Bac de traitement;Dechets humides ou gras en bac (0,1 m3 );TFA;TFA-11;0,1;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Flacons contenant du liquide scintillant;0;Liquide de scintillation emetteurs beta (0,038 m3 - 1562 flacons);FMA-VC;F3-7-01;0,002242;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 90Sr
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Coupelles en acier inoxydable;0;Coupelles contenant des emetteurs alpha (77 coupelles);TFA;TFA(SC-SNC);49,28;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;239Pu
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Pastilles electrodeposees;0;Sources electrodeposees alpha (0,0002 m3 - 133 pastilles);TFA;TFA(SC-SNC);0,000128;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;239Pu
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Solutions aqueuses;0;Solution aqueuse connue (0,019 m3 );FMA-VC;F3-7-01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 60Co, 90Sr, 137Cs, 239Pu
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Solution organique;0;Lait (0,006 m3 );FMA-VC;F3-7-01;0,006;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 90Sr
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Matrices solides biologiques;0;Echantillons de sol et vegetaux (0,002 t );FMA-VC;F3-7-01;0,000158;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;14C, 60Co, 90Sr, 137Cs
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Filtres atmospheriques;0;Filtres atmospheriques (0,00002 m3 - 2 filtre);FMA-VC;F3-7-01;0,00000158;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 90Sr, 137Cs
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Frottis;0;Frottis Pu239 (0,0002 m3 - 14 frottis);FA-VL;DIV9-11;0,0002;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;239Pu
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Divers;0;Echantillons de pechblende (0,003 m3 - 8 fragments);FA-VL;DIV9-11;0,003;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;U
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Coupelles en acier inoxydable;0;Coupelles contenant des emetteurs beta (57 coupelles);TFA;TFA(SC-SNC);36,48;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;14C, 90Sr
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Solutions aqueuses;0;Solution aqueuse non analysee (0,1 m3 );FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Solution organique;0;Solution organique (0,017 m3 );FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Divers;0;Carbonate de calcium (0,00004 t );FMA-VC;F3-7-01;0,00000316;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Solutions aqueuses;0;Source liquide I129 (0,00005 m3 );FMA-VC;F3-7-01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;129I
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - EAMEA CHERBOURG;Flacons contenant du liquide scintillant;0;Liquide de scintillation emetteurs alpha ( beta/gamma) (0,0013 m3 - 129 flacons);FMA-VC;F3-7-01;0,0000767;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;90Sr, 239Pu
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Futs de 120 L de dechets issus du laboratoire pour la preparation des sources (0,5 m3 - 1,5 t - 5 fut);TFA;TFA-11;2,5;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;90Sr, 210Pb, 226Ra, 234U, 235U, 210Po
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Fut de 30 L contenant des dechets liquides (residus d'intercomparaisons, confections a partir de sources non-scellees (0,1 m3 - 0,1 t - 1 fut);TFA;TFA-11;0,1;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;90Sr, 210Pb, 226Ra, 234U, 235U, 210Po
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Tube luminescent contenant de l'U (0,1 m3 - 0,001 t - 1 piece);AUTRES;S02;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;235U, 238U
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;1 lot de 5 sources provenant de la pharmacie centrale de Toulon (0,1 m3 - 0,00001 t - 5 pieces);FA-VL;DIV9-11;0,1;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;235U, 238U
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Tube d'aluminium contenant du Pu-242 (0,1 m3 - 0,000001 t - 1 piece);FA-VL;DIV9-11;0,1;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;242Pu
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Flacon vide d'une source liquide ELMB55 N°4595 (0,1 m3 - 0,00001 t - 1 flacon);FMA-VC;DIV3-11;0,1;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;152Eu
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Flacon contenant une source fille (0,1 m3 - 0,00001 t - 1 flacon);FMA-VC;DIV3-11;0,1;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;137Cs
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;"Montre de marque ""starmaster"" comportant de la peinture radioluminescentes (0,1 m3 - 0,00001 t - 1 piece)";AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;The de turquie contamine (0,1 m3 - 0,000001 t - 1 piece);TFA;TFA-11;0,1;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;137Cs
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Fiole en verre ELWE didactiques et Leybold didactic (0,1 m3 - 0,000002 t - 1 piece);AUTRES;S01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;source US RADIOACTIVE CORP. (0,1 m3 - 0,000002 t - 1 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;90Sr
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Source  jaugeur halon Co-60 (0,1 m3 - 1 piece);AUTRES;S01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Calibreur Triton 111 (0,1 m3 - 1 piece);AUTRES;S01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
BREST;29;29019;MARINE NATIONALE - LASEM BREST;Dechets divers;0;Geometrie 5.2 Litre (0,1 m3 - 1 piece);AUTRES;S01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;238U
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - LASEM CHERBOURG;Dechets technologiques;Dechets solides;Dechets solides incinerables (2 Fut de 120 litres);FMA-VC;F3-7-01;0,01896;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 90Sr, 90Y
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - LASEM CHERBOURG;Dechets technologiques;Dechets liquides;Dechets liquides aqueux en bonde de 30 litres (1 Bonde de 30 litres);FMA-VC;F3-7-01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;90Sr
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - LASEM CHERBOURG;Dechets technologiques;Autres dechets;Dechets en attente d'elimination (0,005 m3 - 1 Fut);FMA-VC;F3-7-01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H, 14C, 60Co, 129I, 137Cs, 241Am
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - LASEM CHERBOURG;Dechets technologiques;Autres dechets;Sources de controles DOM 410 (0,1 m3 - 0,1 t - 1 Fut);AUTRES;S01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
CHERBOURG-EN-COTENTIN;50;50129;MARINE NATIONALE - LASEM CHERBOURG;Dechets technologiques;Autres dechets;Dechets metalliques (0,1 m3 - 0,3 t - 1 Fut);TFA;TFA(SC-SNC);0,1;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - LASEM TOULON;Dechets divers;0;Sources de DOM 410 (0,012 m3 - 0,009 t - 355 unite);AUTRES;S01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - LASEM TOULON;Dechets divers;0;Capacites TRITON (0,1 m3 - 2 unite);FMA-VC;DIV4-11;0,1;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - LASEM TOULON;Dechets technologiques;0;1 fut de dechets compactable humide (0,22 m3 unite);TFA;TFA-01;0,22;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 90Sr, 239Pu
TOULON;83;83137;MARINE NATIONALE - LASEM TOULON;Dechets technologiques;0;1 fut de dechets compactable sec (0,22 m3 unite);TFA;TFA-01;0,22;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 90Sr, 239Pu
TOULON;83;83137;MARINE NATIONALE - LASEM TOULON;Dechets technologiques;0;1 fut de dechets metaux (0,22 m3 unite);TFA;TFA-01;0,22;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 90Sr, 239Pu
TOULON;83;83137;MARINE NATIONALE - LASEM TOULON;Dechets technologiques;0;1 fut de dechets non compactable (0,22 m3 unite);TFA;TFA-01;0,22;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;60Co, 137Cs
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Futs dechets divers;Plaques radioluminescentes 3H (0,05 m3 - 170 unite);AUTRES;S02;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Telephones Hurleurs (4,7 m3 - 193 unite);AUTRES;S02;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Tiges TLT (0,2 m3 - 3 unite);AUTRES;S02;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Repetiteurs d'ordre (0,2 m3 - 8 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Indicateurs de barre (0,03 m3 - 3 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Boussole / Compas portable (0,03 m3 - 71 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Organes de visee AANF1 226Ra (0,02 m3 - 6 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Face Parlante Crotale (0,02 m3 - 8 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Manometre 226Ra (0,2 m3 - 2 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Coffret synchro-recepteur SR-IS 226Ra (0,03 m3 - 4 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Organes de visee AANF1 3H (0,1 m3 - 881 unite);AUTRES;S02;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Futs dechets divers;Plaques radioluminescentes 226Ra (0,02 m3 - 5 unite);AUTRES;S02;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Tubes electroniques;Eclateur de protection (0,01 m3 - 5 unite);AUTRES;S01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Manometre 3H (0,02 m3 - 16 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Ensemble radio (TRPP) (0,15 m3 - 40 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Tubes electroniques;Electrode tungstene THORIE  Thorium 232 (0,1 m3 - 179 unite);AUTRES;S01;0;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Marquage Radioluminescent;Coffret synchro-recepteur SR-IS 3H (0,02 m3 - 5 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
BREST;29;29019;MARINE NATIONALE - SLM BREST;Dechets technologiques;Futs dechets divers;Source de DOM410 (0,15 m3 - 426 unite);AUTRES;S01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS RADIUM;PLATINE EQUIPEMENT ELECTRONIQUE IC-4B AIR (0,39 m3 - 2 unite);MA-VL;DIV2-11;0,39;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS RADIUM;MANOMETRE HYM019 (0,012 m3 - 4 unite);AUTRES;S01;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;AUTRES DECHETS;BLOC SYNTHETISEUR 20127431 (2 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;0
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE TRITIES;PASTILLES DE CRAN DE MIRE (0,2 m3 - 4737 unite);FMA-VC;DIV3-11;0,2;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE TRITIES;COULISSEAU TIR DE NUIT (0,2 m3 - 989 unite);FMA-VC;DIV3-11;0,2;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE TRITIES;JEU DE PASTILLE LUMINESCENTE AA7-62NF1-1307 (0,2 m3 - 1170 unite);FMA-VC;DIV3-11;0,2;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE TRITIES;PASTILLE LUMINESCENTE AA7-62NF1-1323 (0,2 m3 - 1288 unite);FMA-VC;DIV3-11;0,2;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;AUTRES FUTS DE DECHETS TRITIES;FUT CONTENANT DES PLAQUES RADIOLUMINESCENTES DE SIGNALISATION. (0,2 m3 - 247 unite);FMA-VC;DIV3-11;0,2;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;AUTRES DECHETS;APPAREIL DE POINTAGE VISEUR GYROSCOPIQUE (3,84 m3 - 20 UNITES);MA-VL;DIV2;3,84;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;232Th
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;FUT CONTENANT DES DECHETS D'ARMES D'INFANTERIE TRITIES;GUIDON COMPLET AA-52-1501 AA7-62-NF1-1501 (0,2 m3 - 3871 unite);FMA-VC;DIV3-11;0,2;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS RADIUM;PASTILLES DE CRAN DE MIRE (0,2 m3 - 2 unite);FA-VL;DIV5;0,2;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;AUTRES FUTS DE DECHETS TRITIES;FUT CONTENANT DES FACES PARLANTES TRITIEES (0,2 m3 - 5 unite);FMA-VC;DIV3-11;0,2;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS RADIUM;Coffret SR-IS (0,315 m3 - 3 unite);FA-VL;DIV5;0,315;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS RADIUM;Manometre 00/0.5 Bars (0,004 m3 - 1 unite);MA-VL;DIV2-11;0,004;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS RADIUM;Trepieds de mortier (0,2 m3 - 1 Fut);MA-VL;DIV2-11;0,2;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS RADIUM;Appareil de visee MK XIV MOD 2 (1,9 m3 - 29 unite);MA-VL;DIV2-11;1,9;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS RADIUM;Repetiteur de gisement Sous Marin AGOSTA CM022A (0,006 m3 - 1 unite);AUTRES;S02;0;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;226Ra
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS TRITIUM;GUIDON COMPLET FSA MAS 49/56 (0,2 m3 - 3 unite);FMA-VC;DIV3-11;0,2;<;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
TOULON;83;83137;MARINE NATIONALE - SLM TOULON;DECHETS TECHNOLOGIQUES;DECHETS TRITIUM;PLANCHE DE HAUSSE COMPLETE (0,2 m3 - 420 unite);FMA-VC;DIV3-11;0,2;0;Donnees mises a jour a chaque nouvelle edition de l'Inventaire national;3H
